filename,rel_path,abs_path,size_bytes,best_title,best_author,title_source,meta_title,meta_author,page1_title_guess,filename_title,filename_author,page1_text_preview,meta_error,page_error
Cryptoeconomics as governance  an intellectual history from  Crypto Anarchy  to  Cryptoeconomics .pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Cryptoeconomics as governance  an intellectual history from  Crypto Anarchy  to  Cryptoeconomics .pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Cryptoeconomics as governance  an intellectual history from  Crypto Anarchy  to  Cryptoeconomics .pdf,1937471,Cryptoeconomics as governance: an intellectual history from “Crypto Anarchy” to “Cryptoeconomics”,,meta,Cryptoeconomics as governance: an intellectual history from “Crypto Anarchy” to “Cryptoeconomics”,,Internet Histories,Cryptoeconomics as governance  an intellectual history from  Crypto Anarchy  to  Cryptoeconomics,,"Internet Histories | Digital Technology, Culture and Society | ISSN: 2470-1475 (Print) 2470-1483 (Online) Journal homepage: www.tandfonline.com/journals/rint20 | Cryptoeconomics as governance: an | intellectual history from “Crypto Anarchy” to | “Cryptoeconomics” | Kelsie Nabben | To cite this article: Kelsie Nab",,
Cypherpunk.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Cypherpunk.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Cypherpunk.pdf,232244,Volume 11 |,,page1,,,Volume 11 |,Cypherpunk,,Volume 11 |  | Cypherpunk  | André Ramiro Law and Technology Research Institute of Recife (IP.rec)  | andrebramiro@gmail.com  | Ruy de Queiroz Federal University of Pernambuco ruy@cin.ufpe.br  | DOI: https://doi.org/10.14763/2022.2.1664  | Published: 26 April 2022  | Received: 18 August 2021 Accepted: 6 March 202,,
Decentralized Social Life Theory.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Decentralized Social Life Theory.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Decentralized Social Life Theory.pdf,108312,Decentralized Social Life Theory,,page1,,,Decentralized Social Life Theory,Decentralized Social Life Theory,,"Decentralized Social Life Theory  | Yoesoep Edhie Rachmad  | Education Training Centre, Singapore  | 2010",,
Hiding Crimes in Cyberspace.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Hiding Crimes in Cyberspace.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Hiding Crimes in Cyberspace.pdf,95644,Hiding Crimes in Cyberspace1,,page1,,,Hiding Crimes in Cyberspace1,Hiding Crimes in Cyberspace,,"Hiding Crimes in Cyberspace1 |   |   | Dorothy E. Denning and William E. Baugh, Jr.  |   | July 1999  |   |   | [To appear in Information, Communication and Society, Vol. 2, No 3, Autumn 1999, and in  | Cybercrime, B. D. Loader and D. Thomas (eds.), Routledge, 1999. Copyright © 1999  | Routledge.]  |   | INTRODUCTION  |   | Th",,
Justicia en la red_ el caso del bitcoin y las nuevas instituciones financieras.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Justicia en la red_ el caso del bitcoin y las nuevas instituciones financieras.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Justicia en la red_ el caso del bitcoin y las nuevas instituciones financieras.pdf,842145,Escritores en formación,,page1,,,Escritores en formación,Justicia en la red_ el caso del bitcoin y las nuevas instituciones financieras,,"131 | Escritores en formación | Resumen | Durante los últimos seis años se han desarrollado nuevas tecnologías  | enfocadas a la disrupción del sistema financiero, alternativas al establi- | shment que dan más libertad financiera a los usuarios de internet y en  | general al ciudadano. La tecnología base en la ",,
On the Existential Basis of Self-Sovereign Identity and Soulbound Tokens_An Examination of the “Self” in the Age of Web3.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\On the Existential Basis of Self-Sovereign Identity and Soulbound Tokens_An Examination of the “Self” in the Age of Web3.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\On the Existential Basis of Self-Sovereign Identity and Soulbound Tokens_An Examination of the “Self” in the Age of Web3.pdf,235714,Journal of Strategic Innovation and Sustainability Vol. 17(3) 2022,Op6905,page1,,Op6905,Journal of Strategic Innovation and Sustainability Vol. 17(3) 2022,On the Existential Basis of Self-Sovereign Identity and Soulbound Tokens_An Examination of the “Self” in the Age of Web3,,Journal of Strategic Innovation and Sustainability Vol. 17(3) 2022  | 1  | On the Existential Basis of Self-Sovereign Identity and Soulbound Tokens:  | An Examination of the “Self” in the Age of Web3  |   | Tomer Jordi Chaffer  | McGill University  |   | Justin Goldston  | Penn State University  |   |   |   | The blockchain ,,
"Peter Ludlow (Hg.)_ Crypto Anarchy, Cyberstates, and_Pirate Utopias.pdf","      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Peter Ludlow (Hg.)_ Crypto Anarchy, Cyberstates, and_Pirate Utopias.pdf","D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Peter Ludlow (Hg.)_ Crypto Anarchy, Cyberstates, and_Pirate Utopias.pdf",252406,"Peter Ludlow (Hg.): Crypto Anarchy, Cyberstates, and Pirate Utopias",Shenja van der Graaf,meta,"Peter Ludlow (Hg.): Crypto Anarchy, Cyberstates, and Pirate Utopias",Shenja van der Graaf,Repositorium für die Medienwissenschaft,"Peter Ludlow (Hg.)_ Crypto Anarchy, Cyberstates, and_Pirate Utopias",,"Repositorium für die Medienwissenschaft | Shenja van der Graaf | Peter Ludlow (Hg.): Crypto Anarchy, Cyberstates, and | Pirate Utopias | 2002 | https://doi.org/10.17192/ep2002.4.2091 | Veröffentlichungsversion / published version | Rezension / review | Empfohlene Zitierung / Suggested Citation: | Graaf, Shenja van de",,
Socially Responsible to Crypto Anarchic - Editorial.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Socially Responsible to Crypto Anarchic - Editorial.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Socially Responsible to Crypto Anarchic - Editorial.pdf,1259153,From Socially Responsible Enterprises to Crypto-Anarchy: We Cover Quite a Range,"Nikhilesh Dholakia, Deniz Atik, and Delphine Godefroit-Winkel",meta,From Socially Responsible Enterprises to Crypto-Anarchy: We Cover Quite a Range,"Nikhilesh Dholakia, Deniz Atik, and Delphine Godefroit-Winkel","Markets, Globalization &",Editorial,Socially Responsible to Crypto Anarchic,"Markets, Globalization &  | Markets, Globalization &  | Development Review  | Development Review  | Volume 9 | Number 3  | Article 1  | 2024  | From Socially Responsible Enterprises to Crypto-Anarchy: We  | From Socially Responsible Enterprises to Crypto-Anarchy: We  | Cover Quite a Range  | Cover Quite a Range  | Nikhiles",,
The Art of Crypto Currencies_A Comprehensive Analysis of Popular Crypto Currencies.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\The Art of Crypto Currencies_A Comprehensive Analysis of Popular Crypto Currencies.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\The Art of Crypto Currencies_A Comprehensive Analysis of Popular Crypto Currencies.pdf,377218,"Vol. 7, No. 12, 2016",,page1,,,"Vol. 7, No. 12, 2016",The Art of Crypto Currencies_A Comprehensive Analysis of Popular Crypto Currencies,,"(IJACSA) International Journal of Advanced Computer Science and Applications, | Vol. 7, No. 12, 2016 | The Art of Crypto Currencies | A Comprehensive Analysis of Popular Crypto Currencies | Suﬁan Hameed, Sameet Farooq | IT Security Labs, National University of Computer and Emerging Sciences (FAST-NUCES), Paki",,
"The first Blockchain, the crypto-anarchist dream.pdf","      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\The first Blockchain, the crypto-anarchist dream.pdf","D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\The first Blockchain, the crypto-anarchist dream.pdf",40427,"The first Blockchain, the crypto-anarchist dream",,page1,,,"The first Blockchain, the crypto-anarchist dream","The first Blockchain, the crypto-anarchist dream",,"The first Blockchain, the crypto-anarchist dream | When Satoshi Nakamoto disclosed in 2008 the birth of Bitcoin, the first Peer to Peer payment | system which was completely anonymous, it seemed that the dreams of all the cypherpunks and | crypto-anarchists in history could be fulfilled in a moment. The c",,
Trustless Property Systems and Anarchy.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Trustless Property Systems and Anarchy.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Trustless Property Systems and Anarchy.pdf,396031,TRUSTLESS PROPERTY SYSTEMS AND ANARCHY: HOW TRUSTLESS TRANSFER,Mark Vincent,page1,,Mark Vincent,TRUSTLESS PROPERTY SYSTEMS AND ANARCHY: HOW TRUSTLESS TRANSFER,Trustless Property Systems and Anarchy,,"351  |   |   |   |   | TRUSTLESS PROPERTY SYSTEMS AND  | ANARCHY: HOW TRUSTLESS TRANSFER  | TECHNOLOGY WILL SHAPE THE FUTURE  | OF PROPERTY EXCHANGE  |   | TABLE OF CONTENTS  |   | I.  | TPLS, AUTOMATION, AND ANARCHY ................................................ 356  | A. In Encryption We Trust .............................",,
Криптоанархизм_идеологическая основа технологии блокчейн.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Криптоанархизм_идеологическая основа технологии блокчейн.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Criptoanarquismo\Криптоанархизм_идеологическая основа технологии блокчейн.pdf,491746,ЦИФРОВОЕ ПРОСТРАНСТВО ПОЛИТИКИ,,page1,,,ЦИФРОВОЕ ПРОСТРАНСТВО ПОЛИТИКИ,Криптоанархизм_идеологическая основа технологии блокчейн,,"ЦИФРОВОЕ ПРОСТРАНСТВО ПОЛИТИКИ  | 393 | RUDN Journal of Political Science. ISSN 2313-1438 (print), ISSN 2313-1446 (online) | Вестник Российского университета дружбы народов. Серия: ПОЛИТОЛОГИЯ | 2022  Vol. 24   No. 3   393–407 | http://journals.rudn.ru/political-science | DOI: 10.22363/2313-1438-2022-24-3-393-4",,
Crypto_ How the Code Rebels Beat the Government — saving privacy in the digital age (Steven Levy).pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Crypto_ How the Code Rebels Beat the Government — saving privacy in the digital age (Steven Levy).pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Crypto_ How the Code Rebels Beat the Government — saving privacy in the digital age (Steven Levy).pdf,1455466,Crypto_ How the Code Rebels Beat the Government — saving privacy in the digital age,Steven Levy,filename,,,,Crypto_ How the Code Rebels Beat the Government — saving privacy in the digital age,Steven Levy,,,
Desobediencia civil (William E. Scheuerman).pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\Desobediencia civil (William E. Scheuerman).pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\Desobediencia civil (William E. Scheuerman).pdf,1462052,Desobediencia civil,William E. Scheuerman,filename,,,,Desobediencia civil,William E. Scheuerman,,,
DESOBEDIENCIA-CIVIL.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\DESOBEDIENCIA-CIVIL.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\DESOBEDIENCIA-CIVIL.pdf,1180358,Teoría de sistemas y “pensamiento complejo”,jorge riechmann,meta,Teoría de sistemas y “pensamiento complejo”,jorge riechmann,Jorge Riechmann,DESOBEDIENCIA-CIVIL,,Desobediencia civil | Jorge Riechmann,,
Graeber - Etnografia de la accion directa.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\Graeber - Etnografia de la accion directa.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\Graeber - Etnografia de la accion directa.pdf,13499148,Etnografía de la acción directa,David Graeber,meta,Etnografía de la acción directa,David Graeber,,Etnografia de la accion directa,Graeber,,,
La Desobediencia Civil como recurso de la Sociedad Civil para el Alcance de la Justicia.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\La Desobediencia Civil como recurso de la Sociedad Civil para el Alcance de la Justicia.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\La Desobediencia Civil como recurso de la Sociedad Civil para el Alcance de la Justicia.pdf,180521,Redalyc.La desobediencia civil como recurso de la sociedad civil para el alcance de la justicia,"García GONZÁLEZ, Dora Elvira",meta,Redalyc.La desobediencia civil como recurso de la sociedad civil para el alcance de la justicia,"García GONZÁLEZ, Dora Elvira",Signos Filosóficos,La Desobediencia Civil como recurso de la Sociedad Civil para el Alcance de la Justicia,,"Signos Filosóficos | ISSN: 1665-1324 | sifi@xanum.uam.mx | Universidad Autónoma Metropolitana Unidad | Iztapalapa | México | García GONZÁLEZ, Dora Elvira | La desobediencia civil como recurso de la sociedad civil para el alcance de la justicia | Signos Filosóficos, vol. VIII, núm. 15, enero-junio, 2006, pp. 25-64 | U",,
La desobediencia civil.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\La desobediencia civil.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\La desobediencia civil.pdf,570144,"Revista Dilemas Contemporáneos: Educación, Política y Valores.",Lab5_74,page1,,Lab5_74,"Revista Dilemas Contemporáneos: Educación, Política y Valores.",La desobediencia civil,,"1  |   |   | Revista Dilemas Contemporáneos: Educación, Política y Valores.  | http://www.dilemascontemporaneoseducacionpoliticayvalores.com/  | Año: VI Número: Edición Especial. Artículo no.: 43 Período: Noviembre, 2018.  | TÍTULO: La desobediencia civil.  | AUTORES:  | 1. Máster. Manuel de Jesús Real López.  | 2. M",,
La desobediencia civil_.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\La desobediencia civil_.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\La desobediencia civil_.pdf,219529,capitulo 1 completo_2017,peppanas,meta,capitulo 1 completo_2017,peppanas,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/319881602",La desobediencia civil,,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/319881602 | Capítulo 1. Deﬁnición del concepto de desobediencia civil | Chapter · April 1999 | CITATIONS | 0 | READS | 3,015 | 1 author: | Santiago Palacios Navarro | University of the Basque Country | 77 PUBLI",,
Las cosas por su nombre_ ¿Objeción de conciencia o _desobediencia civil_.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\Las cosas por su nombre_ ¿Objeción de conciencia o _desobediencia civil_.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Desobediencia Civil\Las cosas por su nombre_ ¿Objeción de conciencia o _desobediencia civil_.pdf,148870,rbyd28_master,,meta,rbyd28_master,user,DESDE EL MÁSTER,Las cosas por su nombre_ ¿Objeción de conciencia o _desobediencia civil,,"Revista de Bioética y Derecho, núm. 28, mayo 2013, p. 91-101 | 91 | DESDE EL MÁSTER  | Las cosas por su nombre: ¿Objeción de conciencia o  | desobediencia civil?1  | Things by their name: Consciousness objection or civil  | disobedience?1  | SÍLVIA NAVARRO CASADO*  |   | En esta sección tienen cabida las aportacion",,
Diccionario incorrecto de la nueva normalidad (Carlos Rodríguez Braun).pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Diccionario incorrecto de la nueva normalidad (Carlos Rodríguez Braun).pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Diccionario incorrecto de la nueva normalidad (Carlos Rodríguez Braun).pdf,1545209,Diccionario incorrecto de la nueva normalidad (Acción empresarial) (Spanish Edition),Carlos Rodríguez Braun,meta,Diccionario incorrecto de la nueva normalidad (Acción empresarial) (Spanish Edition),,,Diccionario incorrecto de la nueva normalidad,Carlos Rodríguez Braun,,,
Diccionario políticamente incorrecto (Carlos Rodríguez Braun).pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Diccionario políticamente incorrecto (Carlos Rodríguez Braun).pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Diccionario políticamente incorrecto (Carlos Rodríguez Braun).pdf,1039782,Diccionario políticamente incorrecto,Carlos Rodríguez Braun,filename,,,,Diccionario políticamente incorrecto,Carlos Rodríguez Braun,,,
Economía de los no economistas (Carlos Rodríguez Braun).pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Economía de los no economistas (Carlos Rodríguez Braun).pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Economía de los no economistas (Carlos Rodríguez Braun).pdf,1334782,Economía de los no economistas 🌊𝐒𝐞𝐚 𝐨𝐟 𝐋𝐞𝐭𝐭𝐞𝐫𝐬🌛,Carlos Rodríguez Braun,meta,Economía de los no economistas 🌊𝐒𝐞𝐚 𝐨𝐟 𝐋𝐞𝐭𝐭𝐞𝐫𝐬🌛,,,Economía de los no economistas,Carlos Rodríguez Braun,,,
Egoist-Communism_ What It Is and What It_Isn’t.pdf,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Egoist-Communism_ What It Is and What It_Isn’t.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Egoist-Communism_ What It Is and What It_Isn’t.pdf,45138,Egoist-Communism: What It Is and What It Isn’t,Dr. Bones,meta,Egoist-Communism: What It Is and What It Isn’t,Dr. Bones,Egoist-Communism: What It Is and What It,Egoist-Communism_ What It Is and What It_Isn’t,,"Egoist-Communism: What It Is and What It | Isn’t | Dr. Bones | 6/3/2017 | “Throw away holiness and wisdom, and people will be a hundred times happier. Throw away | morality and justice, and people will do the right thing. Throw away industry and profit, and there | won’t be any thieves.” – Tao te Ching, Chapter",,
